Restaurant Name,City,Latitude,Longitude,Cuisine
Roy PLC Restaurant,Mumbai,19.076,72.8777,South Indian
Dewan-Sane Restaurant,Jaipur,26.9124,75.7873,Indian
Venkataraman-Salvi Restaurant,Kolkata,22.5726,88.3639,Japanese
Rout PLC Restaurant,Pune,18.5204,73.8567,Indian
"Chokshi, Kapadia and Ramaswamy Restaurant",Delhi,28.6139,77.209,North Indian
Basu Ltd Restaurant,Chennai,13.0827,80.2707,Arabic
Chad-Nagarajan Restaurant,Pune,18.5204,73.8567,North Indian
"Sachdev, Mand and Kumer Restaurant",Lucknow,26.8467,80.9462,Italian
Sampath-Vaidya Restaurant,Chennai,13.0827,80.2707,South Indian
Roy Inc Restaurant,Pune,18.5204,73.8567,North Indian
Kanda-Sibal Restaurant,Mumbai,19.076,72.8777,Mexican
Bhardwaj-Sabharwal Restaurant,Kolkata,22.5726,88.3639,Mexican
"Bir, Muni and Thakur Restaurant",Chennai,13.0827,80.2707,South Indian
Krishnamurthy-Bhat Restaurant,Ahmedabad,23.0225,72.5714,Mexican
Goyal-Mahajan Restaurant,Kolkata,22.5726,88.3639,Mexican
Pillai-Om Restaurant,Chennai,13.0827,80.2707,Italian
Din-Ghose Restaurant,Ahmedabad,23.0225,72.5714,North Indian
Sood Group Restaurant,Bangalore,12.9716,77.5946,Mexican
Shetty-Kadakia Restaurant,Delhi,28.6139,77.209,North Indian
Agrawal Ltd Restaurant,Kolkata,22.5726,88.3639,Mexican
Pradhan-Sheth Restaurant,Bangalore,12.9716,77.5946,South Indian
"Baral, Kade and Sodhi Restaurant",Mumbai,19.076,72.8777,Chinese
Lanka Ltd Restaurant,Chennai,13.0827,80.2707,North Indian
Balay-Borah Restaurant,Hyderabad,17.385,78.4867,Japanese
"Vyas, Shroff and Kota Restaurant",Kolkata,22.5726,88.3639,Italian
Ratta-Kashyap Restaurant,Delhi,28.6139,77.209,Indian
Barad-Dugal Restaurant,Lucknow,26.8467,80.9462,Indian
"Sama, Dave and Sabharwal Restaurant",Hyderabad,17.385,78.4867,Mexican
Hari PLC Restaurant,Lucknow,26.8467,80.9462,Italian
Sama Group Restaurant,Bangalore,12.9716,77.5946,North Indian
"Thaman, Kothari and Chawla Restaurant",Lucknow,26.8467,80.9462,Indian
Sahota Ltd Restaurant,Ahmedabad,23.0225,72.5714,Chinese
"Tiwari, Gara and Kumar Restaurant",Bangalore,12.9716,77.5946,Japanese
Deep-Boase Restaurant,Chennai,13.0827,80.2707,Mexican
Balakrishnan and Sons Restaurant,Bangalore,12.9716,77.5946,Chinese
"Raja, Srinivasan and Narula Restaurant",Jaipur,26.9124,75.7873,Italian
Dhar LLC Restaurant,Jaipur,26.9124,75.7873,South Indian
Natt-Ghose Restaurant,Mumbai,19.076,72.8777,Indian
"Murthy, Sha and Barman Restaurant",Ahmedabad,23.0225,72.5714,Arabic
"Bhatia, Nath and Barad Restaurant",Jaipur,26.9124,75.7873,Chinese
Narayan Inc Restaurant,Delhi,28.6139,77.209,Italian
Roy PLC Restaurant,Delhi,28.6139,77.209,North Indian
"Sabharwal, Gole and Natt Restaurant",Lucknow,26.8467,80.9462,Italian
Agrawal Group Restaurant,Chennai,13.0827,80.2707,Italian
Master and Sons Restaurant,Chennai,13.0827,80.2707,Mexican
Prabhakar-Modi Restaurant,Chennai,13.0827,80.2707,Mexican
Rai-Bala Restaurant,Bangalore,12.9716,77.5946,Indian
Behl-Bal Restaurant,Mumbai,19.076,72.8777,Japanese
Om LLC Restaurant,Ahmedabad,23.0225,72.5714,Mexican
"Bora, Thaker and Chaudhari Restaurant",Jaipur,26.9124,75.7873,Arabic
Desai-Acharya Restaurant,Lucknow,26.8467,80.9462,South Indian
"Patil, Magar and Mukhopadhyay Restaurant",Hyderabad,17.385,78.4867,Italian
Bhakta Inc Restaurant,Chennai,13.0827,80.2707,North Indian
Devi-Malhotra Restaurant,Chennai,13.0827,80.2707,Italian
Choudhary LLC Restaurant,Ahmedabad,23.0225,72.5714,Mexican
Saran LLC Restaurant,Kolkata,22.5726,88.3639,Indian
"Jha, Dhaliwal and Sahota Restaurant",Kolkata,22.5726,88.3639,Japanese
"Dayal, Bahri and Naik Restaurant",Mumbai,19.076,72.8777,North Indian
"Sachdeva, Sarma and Swaminathan Restaurant",Ahmedabad,23.0225,72.5714,Mexican
Gulati Ltd Restaurant,Hyderabad,17.385,78.4867,North Indian
Sarkar LLC Restaurant,Mumbai,19.076,72.8777,Japanese
Ramanathan-Balakrishnan Restaurant,Pune,18.5204,73.8567,Chinese
"Hayre, Mangal and Bose Restaurant",Mumbai,19.076,72.8777,Italian
"Chadha, Shetty and Sankar Restaurant",Lucknow,26.8467,80.9462,Chinese
"Pant, Chaudhuri and Karnik Restaurant",Bangalore,12.9716,77.5946,Mexican
"Sur, Deshpande and Sanghvi Restaurant",Jaipur,26.9124,75.7873,Chinese
Reddy-Batra Restaurant,Kolkata,22.5726,88.3639,Arabic
Kapur-Mall Restaurant,Ahmedabad,23.0225,72.5714,Arabic
Sarin Ltd Restaurant,Jaipur,26.9124,75.7873,Arabic
Cherian Group Restaurant,Lucknow,26.8467,80.9462,Italian
Biswas-Barad Restaurant,Chennai,13.0827,80.2707,Italian
Keer-Kurian Restaurant,Pune,18.5204,73.8567,North Indian
"Datta, Datta and Kade Restaurant",Delhi,28.6139,77.209,North Indian
"Baral, De and Ram Restaurant",Kolkata,22.5726,88.3639,Italian
Shroff Ltd Restaurant,Hyderabad,17.385,78.4867,Italian
Chadha and Sons Restaurant,Ahmedabad,23.0225,72.5714,Japanese
Sridhar-Pau Restaurant,Hyderabad,17.385,78.4867,Italian
Ganesh PLC Restaurant,Kolkata,22.5726,88.3639,South Indian
Sampath-Vaidya Restaurant,Ahmedabad,23.0225,72.5714,Japanese
Mukherjee Group Restaurant,Lucknow,26.8467,80.9462,Arabic
"Naidu, Srinivasan and Bahri Restaurant",Jaipur,26.9124,75.7873,Italian
Shroff-Dhaliwal Restaurant,Pune,18.5204,73.8567,Japanese
"Boase, Ghose and Mistry Restaurant",Lucknow,26.8467,80.9462,Mexican
Minhas-Goda Restaurant,Kolkata,22.5726,88.3639,Japanese
"Wadhwa, Dugal and Ahluwalia Restaurant",Kolkata,22.5726,88.3639,Mexican
Mody-Kalita Restaurant,Delhi,28.6139,77.209,Arabic
Bahri-Agrawal Restaurant,Pune,18.5204,73.8567,Mexican
"Chowdhury, Kunda and Dyal Restaurant",Kolkata,22.5726,88.3639,Italian
"Ghosh, Badal and Bansal Restaurant",Mumbai,19.076,72.8777,North Indian
"Narayan, Patel and D’Alia Restaurant",Pune,18.5204,73.8567,South Indian
"Karpe, Sarma and Sur Restaurant",Mumbai,19.076,72.8777,South Indian
"Sodhi, Jaggi and Bhat Restaurant",Kolkata,22.5726,88.3639,Japanese
Basu Ltd Restaurant,Lucknow,26.8467,80.9462,Arabic
"Bose, Mandal and Varma Restaurant",Bangalore,12.9716,77.5946,South Indian
Edwin LLC Restaurant,Hyderabad,17.385,78.4867,Mexican
Raja LLC Restaurant,Lucknow,26.8467,80.9462,Japanese
Chana PLC Restaurant,Lucknow,26.8467,80.9462,Japanese
"Patla, Srinivasan and Sharaf Restaurant",Pune,18.5204,73.8567,Indian
Kadakia-Mittal Restaurant,Kolkata,22.5726,88.3639,Italian
Sharma Group Restaurant,Mumbai,19.076,72.8777,South Indian
Bansal-Shenoy Restaurant,Chennai,13.0827,80.2707,North Indian
"Issac, Master and Peri Restaurant",Hyderabad,17.385,78.4867,South Indian
Ramachandran PLC Restaurant,Mumbai,19.076,72.8777,Chinese
Johal-Patil Restaurant,Ahmedabad,23.0225,72.5714,Italian
Mohan Group Restaurant,Pune,18.5204,73.8567,Chinese
"Nigam, Bains and Chandran Restaurant",Kolkata,22.5726,88.3639,Indian
"Baral, Kade and Sodhi Restaurant",Chennai,13.0827,80.2707,Arabic
Dua and Sons Restaurant,Kolkata,22.5726,88.3639,North Indian
Mutti Group Restaurant,Pune,18.5204,73.8567,Italian
Ghose LLC Restaurant,Ahmedabad,23.0225,72.5714,North Indian
"Bali, Gour and Bose Restaurant",Delhi,28.6139,77.209,Arabic
"Oommen, Agate and Panchal Restaurant",Delhi,28.6139,77.209,Indian
Nanda-Kumar Restaurant,Hyderabad,17.385,78.4867,Italian
Borah Inc Restaurant,Chennai,13.0827,80.2707,Indian
Sankar-Saran Restaurant,Kolkata,22.5726,88.3639,Arabic
Badami Inc Restaurant,Hyderabad,17.385,78.4867,Indian
Wable-Chaudry Restaurant,Hyderabad,17.385,78.4867,Indian
Chanda-Chada Restaurant,Jaipur,26.9124,75.7873,Chinese
"Banik, Rau and Chawla Restaurant",Jaipur,26.9124,75.7873,Italian
"Edwin, Brar and Prakash Restaurant",Bangalore,12.9716,77.5946,North Indian
Krish-Contractor Restaurant,Bangalore,12.9716,77.5946,Italian
Swaminathan Inc Restaurant,Kolkata,22.5726,88.3639,South Indian
Pradhan-Sheth Restaurant,Mumbai,19.076,72.8777,South Indian
"Kari, Kadakia and Biswas Restaurant",Jaipur,26.9124,75.7873,Mexican
"Kumer, Soni and Pall Restaurant",Lucknow,26.8467,80.9462,Indian
Dugal-Jha Restaurant,Ahmedabad,23.0225,72.5714,Indian
Mall-Srivastava Restaurant,Mumbai,19.076,72.8777,Chinese
Grover-Nanda Restaurant,Mumbai,19.076,72.8777,Indian
"Sarin, Bawa and Atwal Restaurant",Jaipur,26.9124,75.7873,Japanese
"Mohanty, Bala and Balay Restaurant",Jaipur,26.9124,75.7873,South Indian
"Magar, Sabharwal and Raval Restaurant",Jaipur,26.9124,75.7873,Mexican
Lalla Inc Restaurant,Delhi,28.6139,77.209,Chinese
Deshpande LLC Restaurant,Hyderabad,17.385,78.4867,Mexican
Varty Inc Restaurant,Kolkata,22.5726,88.3639,Italian
Halder Inc Restaurant,Ahmedabad,23.0225,72.5714,Italian
Ganguly PLC Restaurant,Ahmedabad,23.0225,72.5714,Japanese
Iyengar-Kari Restaurant,Hyderabad,17.385,78.4867,South Indian
Raja LLC Restaurant,Ahmedabad,23.0225,72.5714,Indian
"Krishnamurthy, Srinivas and Parsa Restaurant",Bangalore,12.9716,77.5946,Indian
Yogi-Kari Restaurant,Pune,18.5204,73.8567,Chinese
Mahajan-Mohanty Restaurant,Pune,18.5204,73.8567,Mexican
Sheth and Sons Restaurant,Delhi,28.6139,77.209,North Indian
"Sabharwal, Gole and Natt Restaurant",Jaipur,26.9124,75.7873,Chinese
Uppal-Choudhary Restaurant,Mumbai,19.076,72.8777,Mexican
Narasimhan PLC Restaurant,Mumbai,19.076,72.8777,South Indian
"Bhatt, Narasimhan and Korpal Restaurant",Lucknow,26.8467,80.9462,Chinese
"Edwin, Mangal and Prabhu Restaurant",Lucknow,26.8467,80.9462,Mexican
Biswas-Wagle Restaurant,Lucknow,26.8467,80.9462,North Indian
"Bhat, Viswanathan and Dara Restaurant",Lucknow,26.8467,80.9462,Indian
Desai-Acharya Restaurant,Chennai,13.0827,80.2707,Mexican
Apte and Sons Restaurant,Delhi,28.6139,77.209,South Indian
Vasa PLC Restaurant,Pune,18.5204,73.8567,Mexican
Ganesh PLC Restaurant,Bangalore,12.9716,77.5946,Mexican
Zacharia-Mahajan Restaurant,Hyderabad,17.385,78.4867,Arabic
Gala-Ghose Restaurant,Hyderabad,17.385,78.4867,Chinese
Yohannan-Chada Restaurant,Hyderabad,17.385,78.4867,Indian
Purohit LLC Restaurant,Hyderabad,17.385,78.4867,Japanese
"Jaggi, Khare and Ahuja Restaurant",Hyderabad,17.385,78.4867,Arabic
"Patil, Magar and Mukhopadhyay Restaurant",Pune,18.5204,73.8567,Japanese
"Saini, Kalita and Nagi Restaurant",Ahmedabad,23.0225,72.5714,North Indian
Vora-Gour Restaurant,Chennai,13.0827,80.2707,Indian
Palla-Krishna Restaurant,Hyderabad,17.385,78.4867,Indian
"Hayer, Thakkar and Andra Restaurant",Chennai,13.0827,80.2707,Japanese
"Chadha, Shetty and Sankar Restaurant",Mumbai,19.076,72.8777,Arabic
"Dass, Patla and Narang Restaurant",Delhi,28.6139,77.209,South Indian
"Mistry, Patla and Iyer Restaurant",Ahmedabad,23.0225,72.5714,North Indian
Bora Inc Restaurant,Ahmedabad,23.0225,72.5714,North Indian
Dugal-Jha Restaurant,Ahmedabad,23.0225,72.5714,Chinese
Ben Ltd Restaurant,Lucknow,26.8467,80.9462,Mexican
Bahri-Agrawal Restaurant,Bangalore,12.9716,77.5946,North Indian
Raja-Aurora Restaurant,Kolkata,22.5726,88.3639,Italian
Dora Group Restaurant,Lucknow,26.8467,80.9462,North Indian
Vohra PLC Restaurant,Bangalore,12.9716,77.5946,South Indian
Wason Ltd Restaurant,Jaipur,26.9124,75.7873,Chinese
"Pant, Chaudhuri and Karnik Restaurant",Pune,18.5204,73.8567,Arabic
Om Group Restaurant,Lucknow,26.8467,80.9462,Italian
Khare-Sachar Restaurant,Lucknow,26.8467,80.9462,Japanese
Agate-Sastry Restaurant,Chennai,13.0827,80.2707,Arabic
Pradhan and Sons Restaurant,Bangalore,12.9716,77.5946,Mexican
"Venkatesh, Shere and Tak Restaurant",Bangalore,12.9716,77.5946,Arabic
Sachar-Zachariah Restaurant,Hyderabad,17.385,78.4867,Arabic
"Grover, Narang and Bhandari Restaurant",Delhi,28.6139,77.209,Indian
Kalla PLC Restaurant,Ahmedabad,23.0225,72.5714,Italian
Date-Comar Restaurant,Jaipur,26.9124,75.7873,Italian
"Ghosh, Badal and Bansal Restaurant",Ahmedabad,23.0225,72.5714,Arabic
Narain PLC Restaurant,Chennai,13.0827,80.2707,Italian
"Raja, Srinivasan and Narula Restaurant",Mumbai,19.076,72.8777,South Indian
Rajagopal-Shenoy Restaurant,Chennai,13.0827,80.2707,North Indian
Kapadia-Walia Restaurant,Bangalore,12.9716,77.5946,Italian
Ben Ltd Restaurant,Pune,18.5204,73.8567,South Indian
Tak Inc Restaurant,Delhi,28.6139,77.209,Chinese
Dass-Dora Restaurant,Delhi,28.6139,77.209,North Indian
Dass Group Restaurant,Mumbai,19.076,72.8777,Italian
"Yogi, Vaidya and Ratti Restaurant",Hyderabad,17.385,78.4867,Indian
Devan Ltd Restaurant,Kolkata,22.5726,88.3639,Arabic
Chaudhry-Bumb Restaurant,Delhi,28.6139,77.209,Japanese
Nagi-Gopal Restaurant,Kolkata,22.5726,88.3639,Japanese
Varghese-Krishnan Restaurant,Hyderabad,17.385,78.4867,Arabic
Chand Group Restaurant,Chennai,13.0827,80.2707,Indian
Grover-Nanda Restaurant,Lucknow,26.8467,80.9462,Chinese
Borra-Korpal Restaurant,Ahmedabad,23.0225,72.5714,North Indian
Luthra Group Restaurant,Kolkata,22.5726,88.3639,Chinese
Tailor Inc Restaurant,Jaipur,26.9124,75.7873,North Indian
"Sarin, Bawa and Atwal Restaurant",Jaipur,26.9124,75.7873,Mexican
Naidu PLC Restaurant,Chennai,13.0827,80.2707,North Indian
Om LLC Restaurant,Hyderabad,17.385,78.4867,South Indian
Ganguly PLC Restaurant,Hyderabad,17.385,78.4867,Indian
Shan-De Restaurant,Jaipur,26.9124,75.7873,Italian
"Ahuja, Kunda and Sibal Restaurant",Chennai,13.0827,80.2707,South Indian
Bhandari Inc Restaurant,Delhi,28.6139,77.209,North Indian
Uppal-Choudhary Restaurant,Chennai,13.0827,80.2707,Indian
Ratti-Wadhwa Restaurant,Chennai,13.0827,80.2707,Mexican
Biswas-Wagle Restaurant,Jaipur,26.9124,75.7873,South Indian
Gaba-Choudhary Restaurant,Jaipur,26.9124,75.7873,South Indian
Sampath-Vaidya Restaurant,Lucknow,26.8467,80.9462,South Indian
Kakar Ltd Restaurant,Kolkata,22.5726,88.3639,Japanese
"Prakash, Sur and Sahota Restaurant",Delhi,28.6139,77.209,Mexican
"Padmanabhan, Amble and Chadha Restaurant",Chennai,13.0827,80.2707,Japanese
"Raja, Srinivasan and Narula Restaurant",Jaipur,26.9124,75.7873,Arabic
"Varughese, Kashyap and Master Restaurant",Chennai,13.0827,80.2707,South Indian
Rastogi Group Restaurant,Delhi,28.6139,77.209,Chinese
Bala Ltd Restaurant,Ahmedabad,23.0225,72.5714,Japanese
Bala Group Restaurant,Bangalore,12.9716,77.5946,Japanese
"Mander, Goda and Sinha Restaurant",Mumbai,19.076,72.8777,Japanese
Morar-Venkatesh Restaurant,Jaipur,26.9124,75.7873,Japanese
"Basak, Mannan and Sethi Restaurant",Hyderabad,17.385,78.4867,South Indian
Chad-Nagarajan Restaurant,Chennai,13.0827,80.2707,Italian
Bajaj-Yogi Restaurant,Jaipur,26.9124,75.7873,Chinese
Chawla-Das Restaurant,Jaipur,26.9124,75.7873,Italian
Chakrabarti LLC Restaurant,Mumbai,19.076,72.8777,Arabic
Chakrabarti PLC Restaurant,Chennai,13.0827,80.2707,Mexican
"Bandi, Desai and Brahmbhatt Restaurant",Delhi,28.6139,77.209,Mexican
Iyer and Sons Restaurant,Mumbai,19.076,72.8777,Arabic
"Dash, Chauhan and Sehgal Restaurant",Bangalore,12.9716,77.5946,Indian
Aggarwal-Chandra Restaurant,Bangalore,12.9716,77.5946,North Indian
Chad-Nagarajan Restaurant,Mumbai,19.076,72.8777,South Indian
Kulkarni-Kar Restaurant,Hyderabad,17.385,78.4867,Arabic
"Maharaj, Bhatia and Cherian Restaurant",Pune,18.5204,73.8567,Japanese
"Dutta, Pal and Babu Restaurant",Kolkata,22.5726,88.3639,Mexican
Rastogi Group Restaurant,Hyderabad,17.385,78.4867,North Indian
Aurora Inc Restaurant,Chennai,13.0827,80.2707,Arabic
"Cheema, Srinivas and Shetty Restaurant",Pune,18.5204,73.8567,Arabic
"Narayanan, Bose and Das Restaurant",Mumbai,19.076,72.8777,Chinese
"Nagi, Zacharia and Mammen Restaurant",Mumbai,19.076,72.8777,Chinese
Chahal Inc Restaurant,Mumbai,19.076,72.8777,Chinese
Misra-Gole Restaurant,Chennai,13.0827,80.2707,North Indian
Kumer-Ratti Restaurant,Mumbai,19.076,72.8777,Japanese
"Datta, Datta and Kade Restaurant",Pune,18.5204,73.8567,Indian
"Baral, De and Ram Restaurant",Ahmedabad,23.0225,72.5714,North Indian
Shroff LLC Restaurant,Jaipur,26.9124,75.7873,Japanese
Shere-Dara Restaurant,Jaipur,26.9124,75.7873,Mexican
Kapur-Mall Restaurant,Mumbai,19.076,72.8777,Mexican
"Mannan, Pandit and Bhat Restaurant",Bangalore,12.9716,77.5946,Mexican
"Saxena, Malhotra and Kumer Restaurant",Jaipur,26.9124,75.7873,Mexican
Srinivasan-Varghese Restaurant,Pune,18.5204,73.8567,Arabic
Pingle Ltd Restaurant,Kolkata,22.5726,88.3639,Italian
Sachar-Srivastava Restaurant,Bangalore,12.9716,77.5946,Japanese
Agrawal Group Restaurant,Pune,18.5204,73.8567,Mexican
Dar-Ganesh Restaurant,Mumbai,19.076,72.8777,Chinese
Suresh-Dalal Restaurant,Lucknow,26.8467,80.9462,Chinese
"Bansal, Vaidya and Ghosh Restaurant",Pune,18.5204,73.8567,Arabic
"Sehgal, Barman and Raj Restaurant",Bangalore,12.9716,77.5946,Arabic
Mital Inc Restaurant,Kolkata,22.5726,88.3639,Italian
Doshi Inc Restaurant,Ahmedabad,23.0225,72.5714,Chinese
Contractor LLC Restaurant,Ahmedabad,23.0225,72.5714,Indian
"Kala, Bassi and Nagi Restaurant",Delhi,28.6139,77.209,Mexican
"Baral, Merchant and Thaker Restaurant",Chennai,13.0827,80.2707,Indian
"Mohan, Vaidya and Mody Restaurant",Bangalore,12.9716,77.5946,Italian
Bala-Virk Restaurant,Pune,18.5204,73.8567,North Indian
Mohan Group Restaurant,Kolkata,22.5726,88.3639,North Indian
Keer Group Restaurant,Kolkata,22.5726,88.3639,North Indian
"Sama, Dave and Sabharwal Restaurant",Chennai,13.0827,80.2707,Japanese
Pandya PLC Restaurant,Lucknow,26.8467,80.9462,Arabic
Tak-Bahri Restaurant,Chennai,13.0827,80.2707,South Indian
"Bali, Gour and Bose Restaurant",Hyderabad,17.385,78.4867,South Indian
Dua and Sons Restaurant,Kolkata,22.5726,88.3639,Japanese
"Bora, Thaker and Chaudhari Restaurant",Pune,18.5204,73.8567,Italian
"Grewal, Bandi and Gera Restaurant",Delhi,28.6139,77.209,Japanese
Sathe and Sons Restaurant,Mumbai,19.076,72.8777,Mexican
Keer Group Restaurant,Hyderabad,17.385,78.4867,South Indian
"Sant, Kaur and Saraf Restaurant",Jaipur,26.9124,75.7873,Italian
"Gupta, Dada and Datta Restaurant",Chennai,13.0827,80.2707,Italian
Shukla Inc Restaurant,Pune,18.5204,73.8567,Japanese
Barad-Dugal Restaurant,Lucknow,26.8467,80.9462,Indian
"Dhawan, Hari and Toor Restaurant",Pune,18.5204,73.8567,Arabic
"Varma, Sehgal and Sethi Restaurant",Pune,18.5204,73.8567,Arabic
Natarajan-Mani Restaurant,Kolkata,22.5726,88.3639,South Indian
Prasad Group Restaurant,Kolkata,22.5726,88.3639,Indian
Kaul Inc Restaurant,Lucknow,26.8467,80.9462,South Indian
Dua and Sons Restaurant,Kolkata,22.5726,88.3639,Japanese
Basu-Gole Restaurant,Mumbai,19.076,72.8777,Arabic
Kaur and Sons Restaurant,Delhi,28.6139,77.209,Japanese
"Srivastava, Varughese and Sundaram Restaurant",Hyderabad,17.385,78.4867,North Indian
"Sathe, Balay and Dhaliwal Restaurant",Bangalore,12.9716,77.5946,North Indian
Dutt and Sons Restaurant,Hyderabad,17.385,78.4867,Japanese
Suri LLC Restaurant,Mumbai,19.076,72.8777,South Indian
"Prakash, Sur and Sahota Restaurant",Kolkata,22.5726,88.3639,Japanese
"Sani, Bhandari and Khalsa Restaurant",Hyderabad,17.385,78.4867,Arabic
Yadav-Korpal Restaurant,Jaipur,26.9124,75.7873,North Indian
Sibal-Edwin Restaurant,Jaipur,26.9124,75.7873,Mexican
Chokshi-Singh Restaurant,Kolkata,22.5726,88.3639,Indian
Natt-Ghose Restaurant,Hyderabad,17.385,78.4867,Mexican
"Hayer, Thakkar and Andra Restaurant",Chennai,13.0827,80.2707,Japanese
"Acharya, Chaudhari and Oommen Restaurant",Chennai,13.0827,80.2707,Indian
Doshi Inc Restaurant,Mumbai,19.076,72.8777,Japanese
Kuruvilla Inc Restaurant,Bangalore,12.9716,77.5946,Italian
Shankar-Chaudhary Restaurant,Chennai,13.0827,80.2707,Arabic
"Patil, Banerjee and Bail Restaurant",Ahmedabad,23.0225,72.5714,Japanese
"Gopal, Garg and Modi Restaurant",Kolkata,22.5726,88.3639,Japanese
"Divan, Yohannan and Kurian Restaurant",Delhi,28.6139,77.209,Arabic
"Thaman, Kothari and Chawla Restaurant",Pune,18.5204,73.8567,Japanese
Chatterjee Inc Restaurant,Lucknow,26.8467,80.9462,Arabic
"Sabharwal, Khatri and Gokhale Restaurant",Delhi,28.6139,77.209,North Indian
"Wali, Jani and Sen Restaurant",Mumbai,19.076,72.8777,Arabic
Zacharia-Boase Restaurant,Chennai,13.0827,80.2707,Mexican
Chahal Ltd Restaurant,Chennai,13.0827,80.2707,Mexican
"Mander, Goda and Sinha Restaurant",Delhi,28.6139,77.209,Arabic
Narang-Khanna Restaurant,Bangalore,12.9716,77.5946,Indian
Chopra-Peri Restaurant,Jaipur,26.9124,75.7873,South Indian
Basu-Gole Restaurant,Jaipur,26.9124,75.7873,North Indian
Purohit LLC Restaurant,Pune,18.5204,73.8567,North Indian
"Aggarwal, Tank and Zacharia Restaurant",Lucknow,26.8467,80.9462,Arabic
Cherian-Varty Restaurant,Pune,18.5204,73.8567,Arabic
"Dugal, Nagar and Lad Restaurant",Lucknow,26.8467,80.9462,Arabic
"Aurora, Sethi and Pandit Restaurant",Bangalore,12.9716,77.5946,Italian
Viswanathan-Thaman Restaurant,Mumbai,19.076,72.8777,North Indian
"Ray, Aggarwal and Sant Restaurant",Chennai,13.0827,80.2707,South Indian
"Ravi, Shroff and Jhaveri Restaurant",Mumbai,19.076,72.8777,Chinese
Bala-Virk Restaurant,Hyderabad,17.385,78.4867,South Indian
"Andra, Dave and Bumb Restaurant",Bangalore,12.9716,77.5946,Indian
Pathak Group Restaurant,Mumbai,19.076,72.8777,Mexican
"Mohanty, Bala and Balay Restaurant",Ahmedabad,23.0225,72.5714,Mexican
Hayer-Murty Restaurant,Hyderabad,17.385,78.4867,Mexican
Sarkar Inc Restaurant,Chennai,13.0827,80.2707,Japanese
"Doshi, Deshmukh and Jaggi Restaurant",Mumbai,19.076,72.8777,South Indian
Sachar-Srivastava Restaurant,Lucknow,26.8467,80.9462,Mexican
Gole Ltd Restaurant,Mumbai,19.076,72.8777,Chinese
Krishnamurthy-Shenoy Restaurant,Kolkata,22.5726,88.3639,North Indian
"Kari, Kadakia and Biswas Restaurant",Bangalore,12.9716,77.5946,Indian
Mani Ltd Restaurant,Delhi,28.6139,77.209,Japanese
"Sabharwal, Khatri and Gokhale Restaurant",Hyderabad,17.385,78.4867,Arabic
Kalita PLC Restaurant,Lucknow,26.8467,80.9462,South Indian
"Sani, Bhandari and Khalsa Restaurant",Mumbai,19.076,72.8777,Japanese
"Borde, Raj and Balan Restaurant",Delhi,28.6139,77.209,Mexican
Nair-Purohit Restaurant,Hyderabad,17.385,78.4867,Italian
"Chadha, Shetty and Sankar Restaurant",Hyderabad,17.385,78.4867,North Indian
"Narayanan, Bose and Das Restaurant",Delhi,28.6139,77.209,South Indian
"Choudhary, Nayak and Nagar Restaurant",Bangalore,12.9716,77.5946,Indian
Luthra Group Restaurant,Bangalore,12.9716,77.5946,Chinese
Sarma LLC Restaurant,Kolkata,22.5726,88.3639,Arabic
Raghavan-Khosla Restaurant,Kolkata,22.5726,88.3639,Italian
Viswanathan-Thaman Restaurant,Kolkata,22.5726,88.3639,Chinese
"Borde, Mane and Kari Restaurant",Pune,18.5204,73.8567,Indian
Sama-Deshpande Restaurant,Pune,18.5204,73.8567,Italian
"Saha, Chandran and Sarraf Restaurant",Mumbai,19.076,72.8777,Italian
Anne-Jain Restaurant,Pune,18.5204,73.8567,North Indian
Shetty-Murty Restaurant,Chennai,13.0827,80.2707,Chinese
Sarin Ltd Restaurant,Hyderabad,17.385,78.4867,Japanese
"Bassi, Sethi and Dayal Restaurant",Delhi,28.6139,77.209,Mexican
Walia-Mital Restaurant,Kolkata,22.5726,88.3639,Indian
"Kari, Kadakia and Biswas Restaurant",Jaipur,26.9124,75.7873,South Indian
Lanka Ltd Restaurant,Jaipur,26.9124,75.7873,Arabic
"Basak, Mannan and Sethi Restaurant",Mumbai,19.076,72.8777,Indian
Agrawal Group Restaurant,Chennai,13.0827,80.2707,Japanese
Kala PLC Restaurant,Pune,18.5204,73.8567,Mexican
Saran and Sons Restaurant,Kolkata,22.5726,88.3639,North Indian
Choudhary LLC Restaurant,Kolkata,22.5726,88.3639,Japanese
Joshi-Shankar Restaurant,Bangalore,12.9716,77.5946,Mexican
"Soni, Munshi and Amble Restaurant",Delhi,28.6139,77.209,Italian
"Dayal, Bahri and Naik Restaurant",Delhi,28.6139,77.209,North Indian
Peri-Bhatia Restaurant,Hyderabad,17.385,78.4867,Mexican
"Kurian, Dave and Shan Restaurant",Hyderabad,17.385,78.4867,Arabic
Keer-Kurian Restaurant,Kolkata,22.5726,88.3639,Japanese
"Acharya, Chaudhari and Oommen Restaurant",Bangalore,12.9716,77.5946,Japanese
Murty-Pradhan Restaurant,Kolkata,22.5726,88.3639,North Indian
Bakshi-Agrawal Restaurant,Bangalore,12.9716,77.5946,Italian
Ratti LLC Restaurant,Delhi,28.6139,77.209,Indian
Rai-Bala Restaurant,Pune,18.5204,73.8567,Chinese
"Saran, Maharaj and Mangat Restaurant",Chennai,13.0827,80.2707,Arabic
"Narayan, Patel and D’Alia Restaurant",Jaipur,26.9124,75.7873,Chinese
