Restaurant Name,City,Latitude,Longitude,Cuisine
Banik-Kumar Restaurant,Pune,18.539723,73.866166,Chinese
Sem and Sons Restaurant,Ahmedabad,23.005716,72.537366,North Indian
Bansal-Munshi Restaurant,Hyderabad,17.360621,78.459476,Chinese
"Ahluwalia, Baral and Hayer Restaurant",Hyderabad,17.412533,78.515914,North Indian
"Babu, Sachdev and Brahmbhatt Restaurant",Kolkata,22.545641,88.38885,Indian
Kanda-Dutta Restaurant,Kolkata,22.59011,88.357163,Japanese
Sani Ltd Restaurant,Lucknow,26.836531,80.971725,Italian
Mandal Inc Restaurant,Chennai,13.106167,80.257801,Japanese
Dhar Inc Restaurant,Mumbai,19.0635,72.842756,Italian
Amble and Sons Restaurant,Lucknow,26.877577,80.980598,South Indian
"Edwin, Khosla and Balay Restaurant",Mumbai,19.058568,72.920707,Italian
"Sachdev, Kala and Zachariah Restaurant",Delhi,28.583829,77.178515,Japanese
Sibal-Sha Restaurant,Delhi,28.645669,77.194938,Mexican
"Krishnan, Thaker and Goswami Restaurant",Lucknow,26.84002,80.988752,Italian
"Mitter, Krishnan and Rana Restaurant",Pune,18.492965,73.862045,South Indian
Dara-Dube Restaurant,Pune,18.491531,73.820909,South Indian
Grewal-Dayal Restaurant,Lucknow,26.865808,80.972516,Japanese
Nigam-Bora Restaurant,Pune,18.492211,73.849982,Italian
"Dixit, Sarma and Jhaveri Restaurant",Lucknow,26.860763,80.962729,Arabic
"Kuruvilla, Sibal and Tandon Restaurant",Hyderabad,17.380942,78.532094,Arabic
Bains Inc Restaurant,Delhi,28.622225,77.166793,Arabic
Nazareth-Yadav Restaurant,Chennai,13.099752,80.29559,Mexican
"Chawla, Ranganathan and Pant Restaurant",Bangalore,12.996124,77.583832,Mexican
Walla-Dave Restaurant,Delhi,28.58372,77.246294,Chinese
Ganesan LLC Restaurant,Ahmedabad,23.001773,72.551554,Chinese
Swamy LLC Restaurant,Bangalore,12.94984,77.590854,Arabic
Ramachandran-Sridhar Restaurant,Hyderabad,17.379056,78.509065,Japanese
Sagar Group Restaurant,Kolkata,22.560216,88.393784,Arabic
Saran-Divan Restaurant,Lucknow,26.834199,80.912378,North Indian
Sastry Inc Restaurant,Lucknow,26.852233,80.898948,Arabic
Ghosh LLC Restaurant,Jaipur,26.878826,75.79214,Indian
Hayer-Sehgal Restaurant,Chennai,13.049969,80.271596,Arabic
"Ahluwalia, Mandal and Loke Restaurant",Jaipur,26.924502,75.756357,Japanese
Tank PLC Restaurant,Chennai,13.081843,80.229289,Japanese
"Karan, Bhandari and Bhatnagar Restaurant",Ahmedabad,23.006022,72.606159,South Indian
Mangal-Murty Restaurant,Mumbai,19.089675,72.848203,Mexican
Sharma and Sons Restaurant,Kolkata,22.587465,88.352699,Arabic
Sarma-Chakrabarti Restaurant,Hyderabad,17.342903,78.478597,Arabic
"Banerjee, Solanki and Issac Restaurant",Pune,18.502424,73.847219,South Indian
"Bakshi, Krishnamurthy and Randhawa Restaurant",Bangalore,12.966461,77.630894,Mexican
Bains Inc Restaurant,Ahmedabad,23.001515,72.602876,Japanese
"Banerjee, Solanki and Issac Restaurant",Pune,18.483597,73.878429,Japanese
"Chhabra, Mammen and Bera Restaurant",Mumbai,19.111513,72.85291,Mexican
"Mistry, Deol and Kala Restaurant",Delhi,28.649518,77.18841,Mexican
"Korpal, Kapur and Goyal Restaurant",Chennai,13.095837,80.292105,Indian
Chana-Madan Restaurant,Delhi,28.623603,77.1738,Italian
Sandal LLC Restaurant,Pune,18.544503,73.879799,Indian
Pillay PLC Restaurant,Jaipur,26.930227,75.742953,Italian
"Patel, Vaidya and Taneja Restaurant",Jaipur,26.882322,75.775263,Arabic
"Kala, Varty and Chadha Restaurant",Delhi,28.590807,77.236917,Mexican
D’Alia LLC Restaurant,Delhi,28.619623,77.241546,South Indian
Rajan LLC Restaurant,Chennai,13.040371,80.285458,South Indian
"Vyas, Jayaraman and Mittal Restaurant",Ahmedabad,23.034559,72.541557,Mexican
Swamy LLC Restaurant,Lucknow,26.831882,80.911418,Arabic
Varkey-Shetty Restaurant,Delhi,28.618314,77.168237,South Indian
Krishna Group Restaurant,Mumbai,19.054307,72.858675,Mexican
Narang-Sangha Restaurant,Hyderabad,17.381335,78.467521,Italian
Dass-Chad Restaurant,Chennai,13.0885,80.293133,Indian
"Merchant, Bhavsar and Tata Restaurant",Kolkata,22.587036,88.409981,Chinese
Choudhry PLC Restaurant,Kolkata,22.544451,88.337403,Indian
Sathe-Bakshi Restaurant,Bangalore,12.935531,77.576427,Arabic
Bath-Suresh Restaurant,Pune,18.521924,73.825442,Arabic
"Sawhney, Ramaswamy and Krishna Restaurant",Ahmedabad,23.017413,72.619285,North Indian
Kanda-Dutta Restaurant,Chennai,13.090404,80.250495,Mexican
Babu PLC Restaurant,Jaipur,26.885561,75.817055,South Indian
"Chauhan, Chacko and Sarna Restaurant",Mumbai,19.06101,72.912457,Arabic
Pandit-Chaudhuri Restaurant,Jaipur,26.955243,75.772508,Chinese
Bhandari-Kale Restaurant,Ahmedabad,22.988271,72.546459,North Indian
"Banerjee, Hans and Ranganathan Restaurant",Bangalore,12.949641,77.607846,Japanese
Barman-Nadkarni Restaurant,Pune,18.489142,73.874852,Indian
Mutti Inc Restaurant,Jaipur,26.92692,75.802217,Chinese
"Chatterjee, Banerjee and Mangat Restaurant",Bangalore,12.975485,77.612889,Chinese
Hayer-Sehgal Restaurant,Mumbai,19.06756,72.831964,Japanese
Nair-Madan Restaurant,Ahmedabad,23.006369,72.561396,South Indian
"Zachariah, Kohli and Kar Restaurant",Lucknow,26.864322,80.991386,Chinese
Soni-Chowdhury Restaurant,Ahmedabad,22.990947,72.541492,Mexican
Dani-Chaudhari Restaurant,Jaipur,26.901393,75.807016,Italian
Bhatia-Garde Restaurant,Jaipur,26.9356,75.78156,Arabic
"Chaudhuri, Gola and Parmer Restaurant",Jaipur,26.926396,75.829727,Chinese
Lad and Sons Restaurant,Hyderabad,17.411465,78.491429,Arabic
Nigam-Sarna Restaurant,Kolkata,22.535242,88.390272,Mexican
Dayal-Bajwa Restaurant,Mumbai,19.038246,72.886329,Chinese
"Zachariah, Prabhu and Dalal Restaurant",Hyderabad,17.389225,78.454963,Mexican
"Mannan, Gara and Mukhopadhyay Restaurant",Ahmedabad,23.003172,72.531868,Chinese
Chauhan Ltd Restaurant,Kolkata,22.600155,88.35218,Chinese
"Gola, Subramanian and Swamy Restaurant",Jaipur,26.93512,75.812817,South Indian
"Sampath, Devan and Chad Restaurant",Mumbai,19.097372,72.864476,Italian
"Mitra, Agarwal and Chanda Restaurant",Lucknow,26.819521,80.955528,Arabic
"Dube, Raman and Mody Restaurant",Delhi,28.649892,77.186045,North Indian
Dass-Krish Restaurant,Hyderabad,17.406054,78.476394,North Indian
"Krishnan, Devan and Dhar Restaurant",Pune,18.561975,73.851042,Arabic
Das and Sons Restaurant,Bangalore,12.94932,77.597739,North Indian
Saran-Sidhu Restaurant,Hyderabad,17.346501,78.466652,Indian
Rout-Bhatia Restaurant,Bangalore,12.929046,77.598154,Arabic
"Patel, Vaidya and Taneja Restaurant",Jaipur,26.941112,75.771647,Chinese
"Sundaram, Chowdhury and Kulkarni Restaurant",Chennai,13.115471,80.279726,Arabic
"Chauhan, Chacko and Sarna Restaurant",Jaipur,26.919808,75.806988,South Indian
"Thakur, Bala and Chahal Restaurant",Kolkata,22.588204,88.374357,Chinese
Iyer LLC Restaurant,Hyderabad,17.392877,78.523433,Mexican
Bera-Ray Restaurant,Hyderabad,17.413083,78.459618,North Indian
"Yogi, Dua and Borde Restaurant",Bangalore,12.931863,77.600335,Chinese
"Dalal, Malhotra and Tripathi Restaurant",Bangalore,12.95546,77.562605,North Indian
Banik-Kumar Restaurant,Kolkata,22.561597,88.337006,North Indian
"Swamy, Amble and Korpal Restaurant",Hyderabad,17.368551,78.444126,Mexican
Kadakia PLC Restaurant,Delhi,28.645482,77.180652,Chinese
Gulati-Memon Restaurant,Mumbai,19.078662,72.917644,Mexican
Wadhwa-Parekh Restaurant,Kolkata,22.595952,88.402111,South Indian
"Khosla, Chand and Bera Restaurant",Lucknow,26.825995,80.962861,Chinese
Verma LLC Restaurant,Pune,18.508036,73.815949,South Indian
Thaman-D’Alia Restaurant,Kolkata,22.606857,88.353371,Arabic
Karpe-Kurian Restaurant,Hyderabad,17.37297,78.471369,Mexican
"Jhaveri, Baria and Chaudhari Restaurant",Bangalore,12.9493,77.615438,North Indian
Mittal Group Restaurant,Hyderabad,17.36156,78.461611,Indian
Samra Ltd Restaurant,Hyderabad,17.409444,78.485087,North Indian
"Kala, Varty and Chadha Restaurant",Lucknow,26.809916,80.967854,North Indian
Nigam Ltd Restaurant,Lucknow,26.863293,80.965766,Mexican
Ahluwalia Group Restaurant,Lucknow,26.837863,80.97472,Chinese
Sant-Nadkarni Restaurant,Lucknow,26.867359,80.92957,North Indian
Lal-Lad Restaurant,Hyderabad,17.346466,78.479256,Italian
Bandi PLC Restaurant,Chennai,13.086675,80.310217,Italian
Anne-Bhargava Restaurant,Bangalore,12.989619,77.558159,South Indian
Lal Inc Restaurant,Chennai,13.068019,80.259632,North Indian
Warrior-Pau Restaurant,Mumbai,19.08518,72.861086,Chinese
Hayer-Sehgal Restaurant,Bangalore,12.955863,77.614684,South Indian
Narasimhan-Varty Restaurant,Chennai,13.075717,80.246457,Mexican
"Jhaveri, Baria and Chaudhari Restaurant",Delhi,28.623378,77.190103,South Indian
Rajagopal LLC Restaurant,Delhi,28.606176,77.235499,Japanese
Pandya Inc Restaurant,Ahmedabad,23.025945,72.542865,Chinese
"Goel, Pall and Choudhry Restaurant",Lucknow,26.84701,80.991241,Italian
Iyengar PLC Restaurant,Bangalore,12.99885,77.587637,North Indian
Apte-Kashyap Restaurant,Ahmedabad,23.002568,72.589587,Mexican
Peri-Wali Restaurant,Ahmedabad,23.055533,72.571384,Arabic
Venkatesh Ltd Restaurant,Ahmedabad,23.043007,72.579594,Arabic
Rajan LLC Restaurant,Lucknow,26.859019,80.908782,Arabic
"Dhaliwal, Nayar and Bakshi Restaurant",Lucknow,26.837086,80.973915,North Indian
Babu-Bhavsar Restaurant,Jaipur,26.931774,75.769512,South Indian
"Naidu, Khosla and Tella Restaurant",Jaipur,26.895677,75.773651,Italian
"Kaul, Vohra and Taneja Restaurant",Chennai,13.076913,80.251908,Arabic
"Chahal, Kulkarni and Sule Restaurant",Mumbai,19.108399,72.896351,South Indian
Devi-Manne Restaurant,Delhi,28.621525,77.231576,Japanese
Dixit-Mane Restaurant,Jaipur,26.914483,75.76585,South Indian
"Golla, Tripathi and Gara Restaurant",Chennai,13.067832,80.257384,North Indian
Banerjee LLC Restaurant,Hyderabad,17.374906,78.462242,North Indian
"Batra, Iyengar and Ben Restaurant",Ahmedabad,23.054759,72.564882,Japanese
Brar Inc Restaurant,Jaipur,26.876321,75.771516,Italian
Dora LLC Restaurant,Kolkata,22.582285,88.341735,Arabic
"Krishnan, Devan and Dhar Restaurant",Chennai,13.054647,80.272529,Italian
Pau Inc Restaurant,Hyderabad,17.404143,78.487452,Arabic
Ramachandran-Sridhar Restaurant,Kolkata,22.554099,88.377327,Italian
"Bahl, Verma and Kari Restaurant",Bangalore,12.983127,77.563103,Mexican
Pal-Narang Restaurant,Mumbai,19.048397,72.903572,Arabic
Dixit-Mane Restaurant,Delhi,28.633566,77.222075,Mexican
Gokhale-Prakash Restaurant,Pune,18.522128,73.881423,Japanese
"Ahluwalia, Baral and Hayer Restaurant",Chennai,13.081667,80.252209,Chinese
Kadakia-Kuruvilla Restaurant,Delhi,28.615673,77.185479,South Indian
Thakkar Inc Restaurant,Lucknow,26.839098,80.969796,Chinese
Magar Group Restaurant,Mumbai,19.066022,72.898586,Italian
"Natt, Atwal and Murty Restaurant",Lucknow,26.856901,80.971074,South Indian
"Nath, Khatri and Magar Restaurant",Hyderabad,17.398262,78.465101,Arabic
Kumar-Raja Restaurant,Lucknow,26.858713,80.921308,South Indian
Khalsa Inc Restaurant,Hyderabad,17.405705,78.48187,Arabic
Kari-Merchant Restaurant,Kolkata,22.586316,88.409811,Indian
Lala Group Restaurant,Lucknow,26.868392,80.943095,South Indian
Lad-Bandi Restaurant,Bangalore,12.993062,77.578095,Indian
Som Group Restaurant,Ahmedabad,23.022562,72.532355,Italian
"Mander, Dewan and Chatterjee Restaurant",Pune,18.505489,73.822357,Arabic
Deo Inc Restaurant,Kolkata,22.590534,88.40819,Italian
Ghosh LLC Restaurant,Bangalore,13.005173,77.576428,North Indian
Kaur LLC Restaurant,Lucknow,26.839635,80.96671,Arabic
Mittal Group Restaurant,Hyderabad,17.372304,78.460605,South Indian
"Solanki, Subramanian and Choudhary Restaurant",Pune,18.516807,73.881703,Indian
Korpal-Jani Restaurant,Jaipur,26.944484,75.784809,South Indian
"Chaudhuri, Deshpande and Gade Restaurant",Hyderabad,17.378621,78.45345,Arabic
Prabhu-Rattan Restaurant,Bangalore,12.99699,77.614432,Arabic
Walla-Dave Restaurant,Lucknow,26.845786,80.91979,Italian
Parsa LLC Restaurant,Kolkata,22.58397,88.384416,South Indian
Puri Group Restaurant,Lucknow,26.836425,80.963319,Mexican
"Borah, Edwin and Kant Restaurant",Delhi,28.623591,77.189798,South Indian
Ghosh PLC Restaurant,Kolkata,22.548287,88.367397,North Indian
"Chaudry, Roy and Parmer Restaurant",Kolkata,22.609687,88.355986,South Indian
Kota Inc Restaurant,Hyderabad,17.426045,78.504444,North Indian
Bakshi and Sons Restaurant,Mumbai,19.05022,72.851847,Chinese
Ahuja-Mohan Restaurant,Mumbai,19.076168,72.899815,Chinese
Kari-Merchant Restaurant,Chennai,13.051439,80.286545,Arabic
Prabhu-Rattan Restaurant,Delhi,28.5882,77.183517,Mexican
"Koshy, Kar and Gara Restaurant",Hyderabad,17.351121,78.485728,Arabic
Vasa-Nanda Restaurant,Mumbai,19.114257,72.897836,Japanese
Nazareth Ltd Restaurant,Pune,18.494772,73.867009,South Indian
Brar and Sons Restaurant,Mumbai,19.068627,72.856091,Indian
Agarwal-Gandhi Restaurant,Hyderabad,17.381154,78.442934,Indian
Pandit-Chaudhuri Restaurant,Lucknow,26.878529,80.913901,Indian
"Kuruvilla, Sibal and Tandon Restaurant",Delhi,28.583211,77.23276,Arabic
"Kumar, Zacharia and Bath Restaurant",Bangalore,12.940226,77.592864,Arabic
"Dave, Desai and Seth Restaurant",Pune,18.536395,73.825395,Mexican
"Madan, Saran and Korpal Restaurant",Lucknow,26.872812,80.961234,Italian
Sarraf Inc Restaurant,Bangalore,12.981899,77.569215,Chinese
Grewal-Dayal Restaurant,Hyderabad,17.382439,78.446639,North Indian
Basu-Bhagat Restaurant,Mumbai,19.050897,72.871865,Arabic
"Sem, Nadig and Magar Restaurant",Bangalore,12.983776,77.620449,North Indian
"Sampath, Wason and Lad Restaurant",Chennai,13.115302,80.265665,Italian
Sibal-Sha Restaurant,Lucknow,26.825986,80.955804,Chinese
"Nayar, Virk and Kapadia Restaurant",Bangalore,12.993875,77.602583,Mexican
Gupta-Varma Restaurant,Kolkata,22.547951,88.381522,Mexican
"Rai, Agrawal and Jhaveri Restaurant",Kolkata,22.556939,88.403138,Japanese
Mutti Inc Restaurant,Pune,18.548649,73.859903,Indian
Nagy-Shenoy Restaurant,Bangalore,12.938728,77.565593,South Indian
Reddy PLC Restaurant,Delhi,28.597227,77.191002,South Indian
Kanda-Mann Restaurant,Chennai,13.109878,80.281545,Italian
Ahuja-Mohan Restaurant,Mumbai,19.06415,72.852131,South Indian
"Parmar, Balan and Chhabra Restaurant",Jaipur,26.896695,75.762311,Chinese
Vasa-Nanda Restaurant,Ahmedabad,23.041889,72.596304,Arabic
"Rau, Pingle and Pingle Restaurant",Bangalore,12.957672,77.575987,Arabic
Dutt Group Restaurant,Delhi,28.621118,77.187414,North Indian
"Dixit, Ratta and Mall Restaurant",Ahmedabad,23.017078,72.593774,Chinese
Apte-Kashyap Restaurant,Chennai,13.111957,80.248565,South Indian
Yadav-Dubey Restaurant,Pune,18.552514,73.84597,North Indian
Kamdar-Varughese Restaurant,Hyderabad,17.376742,78.532815,Italian
"Dube, Raman and Mody Restaurant",Lucknow,26.871642,80.98543,Chinese
Varma-Apte Restaurant,Delhi,28.63519,77.181983,Italian
Atwal Ltd Restaurant,Lucknow,26.888601,80.952436,Chinese
"Warrior, Ram and Parmer Restaurant",Chennai,13.070882,80.285391,South Indian
"Chaudry, Roy and Parmer Restaurant",Bangalore,12.999985,77.562501,Chinese
Prakash-Bava Restaurant,Mumbai,19.057277,72.836253,North Indian
Dixit and Sons Restaurant,Hyderabad,17.389297,78.505979,North Indian
"Sethi, Mane and Gour Restaurant",Pune,18.53635,73.868353,Indian
Atwal Ltd Restaurant,Chennai,13.080288,80.298796,Japanese
Dalal Ltd Restaurant,Ahmedabad,22.992675,72.568572,Indian
"Oommen, Boase and Bora Restaurant",Lucknow,26.859264,80.981505,Japanese
Kapadia Ltd Restaurant,Kolkata,22.539628,88.37963,Chinese
"Kaul, Vohra and Taneja Restaurant",Hyderabad,17.379422,78.446716,Japanese
"Kumar, Zacharia and Bath Restaurant",Bangalore,12.947019,77.616664,Indian
"Naidu, Desai and Mander Restaurant",Pune,18.55971,73.869102,Italian
"Ahluwalia, Baral and Hayer Restaurant",Delhi,28.579216,77.182829,Arabic
Wason-Srinivasan Restaurant,Ahmedabad,23.01057,72.595444,Chinese
Kibe PLC Restaurant,Lucknow,26.86418,80.971005,South Indian
Nath-Kanda Restaurant,Chennai,13.109976,80.300829,Arabic
"Sachdev, Kala and Zachariah Restaurant",Mumbai,19.038913,72.873323,Indian
Mitter LLC Restaurant,Pune,18.50157,73.850377,Chinese
Ahuja and Sons Restaurant,Jaipur,26.945753,75.791798,Mexican
Vala-Seth Restaurant,Delhi,28.592646,77.184065,Chinese
Chowdhury Inc Restaurant,Pune,18.525882,73.83119,South Indian
"Peri, Chhabra and Bhakta Restaurant",Lucknow,26.889093,80.93672,Mexican
Magar Group Restaurant,Bangalore,12.947311,77.571651,South Indian
Shetty-Mohanty Restaurant,Kolkata,22.612997,88.349871,Japanese
Kota Inc Restaurant,Hyderabad,17.415683,78.50991,Japanese
Rai Group Restaurant,Kolkata,22.545272,88.330387,North Indian
Sandal Ltd Restaurant,Delhi,28.636969,77.166448,Arabic
Contractor-Ramachandran Restaurant,Hyderabad,17.387547,78.45334,Arabic
Sule PLC Restaurant,Jaipur,26.905687,75.757885,Mexican
"Pradhan, Mukhopadhyay and Handa Restaurant",Lucknow,26.889602,80.956648,Arabic
"Kunda, Savant and Bassi Restaurant",Ahmedabad,23.051293,72.550301,South Indian
"Panchal, Dasgupta and Karan Restaurant",Delhi,28.651046,77.219787,Arabic
"Chana, Wable and Sethi Restaurant",Bangalore,12.980486,77.576431,Arabic
Prashad-Baral Restaurant,Delhi,28.62537,77.192308,Japanese
"Chawla, Ranganathan and Pant Restaurant",Chennai,13.072783,80.288921,Japanese
Sagar-Lad Restaurant,Ahmedabad,23.016288,72.60276,Mexican
Sibal-Sha Restaurant,Mumbai,19.057374,72.90633,Indian
Samra Ltd Restaurant,Bangalore,12.941236,77.575727,Japanese
Nigam-Sarna Restaurant,Delhi,28.601983,77.23634,Chinese
Lala Group Restaurant,Chennai,13.053293,80.288445,Indian
Balay Inc Restaurant,Ahmedabad,23.03363,72.586927,Chinese
Vala-Seth Restaurant,Kolkata,22.590394,88.355333,Arabic
Varkey-Saha Restaurant,Bangalore,12.958726,77.627385,Indian
Dora LLC Restaurant,Kolkata,22.594264,88.392512,Mexican
Sharma and Sons Restaurant,Mumbai,19.071728,72.852103,Chinese
Handa Group Restaurant,Delhi,28.625329,77.177937,Arabic
Tella and Sons Restaurant,Kolkata,22.550199,88.370553,Indian
Sachdev Group Restaurant,Lucknow,26.879802,80.97071,Indian
Varma Ltd Restaurant,Ahmedabad,23.043323,72.561028,Mexican
Dixit-Mane Restaurant,Mumbai,19.10097,72.879086,Mexican
Rout Group Restaurant,Chennai,13.079855,80.312183,Italian
"Verma, Bail and Tripathi Restaurant",Delhi,28.58094,77.209778,Italian
"Kashyap, Narayanan and Sachdev Restaurant",Mumbai,19.0648,72.846368,Arabic
"Karan, Bhandari and Bhatnagar Restaurant",Mumbai,19.067741,72.851753,South Indian
Jaggi Inc Restaurant,Jaipur,26.922115,75.758922,Mexican
Prashad-Baral Restaurant,Kolkata,22.609235,88.375823,North Indian
Mitter LLC Restaurant,Jaipur,26.903159,75.765571,Arabic
"Bahri, Chopra and Keer Restaurant",Jaipur,26.892272,75.757159,Arabic
Basak Group Restaurant,Bangalore,12.965034,77.613049,Chinese
Bhandari-Kale Restaurant,Hyderabad,17.373977,78.510568,South Indian
"Garde, Pall and Gandhi Restaurant",Hyderabad,17.353808,78.491697,Mexican
Wadhwa-Parekh Restaurant,Delhi,28.57428,77.207046,North Indian
Narula LLC Restaurant,Pune,18.504529,73.871739,Arabic
"Kaul, Vohra and Taneja Restaurant",Ahmedabad,23.020997,72.546357,Japanese
Gade Inc Restaurant,Ahmedabad,23.050899,72.577006,South Indian
Prashad-Ravel Restaurant,Pune,18.547463,73.859982,Indian
Mahajan Ltd Restaurant,Hyderabad,17.384543,78.52735,Mexican
"Dada, Rege and Kannan Restaurant",Pune,18.512762,73.834428,Japanese
Comar-Doshi Restaurant,Mumbai,19.096585,72.887022,Chinese
Dhawan-Borra Restaurant,Bangalore,13.004341,77.590641,South Indian
Sridhar-Choudhary Restaurant,Jaipur,26.890738,75.753972,North Indian
"Goel, Pall and Choudhry Restaurant",Jaipur,26.929562,75.747031,Arabic
Dora LLC Restaurant,Hyderabad,17.398375,78.509415,Japanese
Patla-Rastogi Restaurant,Kolkata,22.589975,88.371248,South Indian
Ghosh PLC Restaurant,Lucknow,26.836487,80.994836,North Indian
"Sibal, Rai and Varkey Restaurant",Delhi,28.635767,77.206488,Arabic
Bala-Dua Restaurant,Pune,18.559501,73.83787,Mexican
"Kamdar, Jani and Kant Restaurant",Pune,18.485569,73.831349,Mexican
Wadhwa-Parekh Restaurant,Chennai,13.101706,80.299603,Mexican
"Agarwal, Khanna and Gaba Restaurant",Lucknow,26.809477,80.929974,North Indian
Nadkarni-Sur Restaurant,Bangalore,12.957581,77.6187,Chinese
Chander PLC Restaurant,Chennai,13.113148,80.248684,Indian
Raghavan-Gopal Restaurant,Kolkata,22.581224,88.381862,Mexican
Peri-Sarin Restaurant,Chennai,13.067134,80.287536,Mexican
"Sampath, Wason and Lad Restaurant",Jaipur,26.927871,75.809652,Chinese
Kapoor LLC Restaurant,Jaipur,26.933021,75.805562,Mexican
Mandal Inc Restaurant,Bangalore,13.001199,77.614165,Arabic
Rege PLC Restaurant,Mumbai,19.069609,72.912251,Chinese
Sarna-Dhawan Restaurant,Jaipur,26.874471,75.801345,Indian
"Sharaf, Dayal and Bir Restaurant",Chennai,13.073065,80.243877,Indian
Deo Inc Restaurant,Delhi,28.645566,77.185264,Chinese
Krishnan-Kapoor Restaurant,Hyderabad,17.412228,78.481292,North Indian
"Sane, Comar and Rajan Restaurant",Kolkata,22.602561,88.333028,Indian
Ahluwalia Group Restaurant,Lucknow,26.87604,80.971032,Japanese
"Nadig, Buch and Narayan Restaurant",Delhi,28.593659,77.217982,Indian
Bhasin LLC Restaurant,Delhi,28.641452,77.180257,Arabic
Gala-Sharma Restaurant,Ahmedabad,22.995683,72.608517,Arabic
Tara and Sons Restaurant,Jaipur,26.872877,75.800662,Chinese
Dhar-Chatterjee Restaurant,Pune,18.482249,73.865091,Italian
"Grover, Hegde and Brahmbhatt Restaurant",Mumbai,19.041752,72.894564,Arabic
"Sethi, Mane and Gour Restaurant",Bangalore,12.990232,77.592277,Japanese
"Hegde, Trivedi and Sankar Restaurant",Chennai,13.061911,80.271564,Arabic
"Narasimhan, Saha and Cherian Restaurant",Pune,18.549431,73.875755,Mexican
Anand and Sons Restaurant,Chennai,13.068055,80.311949,Arabic
Memon-Minhas Restaurant,Lucknow,26.816883,80.969066,Japanese
"Naik, Kibe and Baral Restaurant",Bangalore,13.006538,77.61163,North Indian
"Batra, Iyengar and Ben Restaurant",Bangalore,13.009341,77.579667,Chinese
Kadakia PLC Restaurant,Lucknow,26.817316,80.9353,South Indian
Thakkar Ltd Restaurant,Delhi,28.640596,77.170395,Mexican
Pillay PLC Restaurant,Jaipur,26.884582,75.817901,South Indian
Desai-Memon Restaurant,Kolkata,22.60365,88.361202,Indian
Dutt-Chatterjee Restaurant,Hyderabad,17.402092,78.463876,Arabic
Randhawa Group Restaurant,Ahmedabad,22.997115,72.587103,South Indian
"Minhas, Setty and Sarkar Restaurant",Lucknow,26.872721,80.935909,North Indian
"Dixit, Sarma and Jhaveri Restaurant",Jaipur,26.917789,75.765026,Mexican
"Khanna, Sane and Cheema Restaurant",Jaipur,26.891407,75.784487,Chinese
Palla Group Restaurant,Ahmedabad,23.059562,72.557463,Indian
Desai LLC Restaurant,Bangalore,12.980995,77.633164,Japanese
Babu-Bhavsar Restaurant,Ahmedabad,23.043932,72.553143,South Indian
"Golla, Tripathi and Gara Restaurant",Jaipur,26.909395,75.746708,North Indian
"Kaul, Vohra and Taneja Restaurant",Pune,18.517005,73.894565,South Indian
Sant-Nadkarni Restaurant,Pune,18.529848,73.886777,Japanese
Bhasin Inc Restaurant,Kolkata,22.555061,88.34289,South Indian
Iyer LLC Restaurant,Lucknow,26.83659,80.989063,Mexican
Koshy Group Restaurant,Mumbai,19.057263,72.882956,Mexican
Kanda-Mann Restaurant,Delhi,28.597003,77.246408,Arabic
Bains Inc Restaurant,Chennai,13.068777,80.293787,South Indian
Behl Group Restaurant,Pune,18.508108,73.874463,Arabic
"Goyal, Parmar and D’Alia Restaurant",Lucknow,26.881279,80.925542,Japanese
Joshi and Sons Restaurant,Chennai,13.112429,80.28284,North Indian
Rajagopal LLC Restaurant,Delhi,28.613844,77.232758,Indian
Saxena-Dhar Restaurant,Mumbai,19.09745,72.848475,Mexican
Nazareth Inc Restaurant,Lucknow,26.871228,80.95252,South Indian
Sule-Wable Restaurant,Kolkata,22.54639,88.341836,Arabic
Rege PLC Restaurant,Mumbai,19.067611,72.906741,Chinese
"Palla, Deol and Ramanathan Restaurant",Kolkata,22.555259,88.381311,Mexican
"Verma, Bail and Tripathi Restaurant",Jaipur,26.94625,75.770463,Japanese
Saxena-Dhar Restaurant,Pune,18.484347,73.85717,Chinese
Choudhry PLC Restaurant,Bangalore,12.958756,77.630725,Indian
Dhillon-Bhatt Restaurant,Delhi,28.595378,77.165789,North Indian
Prabhu-Rattan Restaurant,Delhi,28.611875,77.174172,Mexican
Sur-Bhagat Restaurant,Bangalore,12.986168,77.583636,Japanese
Thakkar Ltd Restaurant,Mumbai,19.04536,72.87507,North Indian
"Viswanathan, Natarajan and Hans Restaurant",Chennai,13.096515,80.282809,Indian
Memon-Minhas Restaurant,Ahmedabad,23.039631,72.586805,Chinese
Reddy PLC Restaurant,Mumbai,19.053853,72.837502,North Indian
Cheema-Pillai Restaurant,Hyderabad,17.418501,78.462473,Chinese
Jhaveri-Ratta Restaurant,Bangalore,13.001152,77.610982,Arabic
"Shah, Oommen and Palla Restaurant",Kolkata,22.590896,88.36194,South Indian
Kamdar-Varughese Restaurant,Kolkata,22.560442,88.337084,Chinese
"Batta, Radhakrishnan and Kar Restaurant",Jaipur,26.904466,75.818112,South Indian
Wason Inc Restaurant,Kolkata,22.574725,88.383518,Chinese
"Nath, Khatri and Magar Restaurant",Lucknow,26.82489,80.983077,Mexican
"Vala, Saraf and Mahal Restaurant",Ahmedabad,23.019775,72.529994,Chinese
Raju LLC Restaurant,Jaipur,26.929518,75.800141,Japanese
"Merchant, Bhavsar and Tata Restaurant",Delhi,28.616446,77.188624,Italian
